tbl1,attr1,tbl2,attr2,r_val,p_val,samples,flag
SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for males (years),-0.2783480495146902,1.3127482203702796e-05,238,region_and_year
SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Maternal mortality ratio (deaths per 100,000 population)",0.2958780575623773,1.4310156835769729e-05,208,region_and_year
SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Population annual rate of increase (percent),0.2158952720056399,0.0008000945101524,238,region_and_year
SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Total fertility rate (children per women),0.3781921038381941,1.648068594025808e-09,238,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_328_202209_Intentional homicides and other crimes,"Total Sexual Violence at the national level, rate per 100,000",0.3637126453986367,5.901613812030939e-14,400,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_145_202209_Land,Arable land (thousand hectares),0.3674953599540313,2.0665091092602558e-09,250,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_145_202209_Land,Forest cover (thousand hectares),0.2319612854720631,0.0007480510927722,208,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_145_202209_Land,Important sites for terrestrial biodiversity protected (% of total sites protected),0.2515555391897252,9.441473787367612e-13,782,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_285_202209_Research and Development Staff,R & D personnel: Technicians - total (number in full-time equivalent),0.2503104108080168,0.0089812924026654,108,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_314_202209_Internet Usage,Percentage of individuals using the internet,0.3998246099090776,3.7149652494343903e-51,1302,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,0.2375380964191648,0.0002533310651554,233,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at upper secondary level,0.2224024878119835,0.0060570024175971,151,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Lower secondary,0.2315074890565616,0.0019324943790221,177,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Primary,0.2481814970301136,0.0008088624804634,179,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)","SYB65_1_202209_Population, Surface Area and Density",Population aged 0 to 14 years old (percentage),-0.2335426845956704,3.836999107760063e-12,862,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)","SYB65_1_202209_Population, Surface Area and Density",Population aged 60+ years old (percentage),0.338658687265739,1.4192779214326283e-24,862,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_154_202209_Health Personnel,Health personnel: Dentists (per 1000 population),0.282583099700096,8.796137357399278e-10,454,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives personnel (per 1000 population),0.3313233793219027,7.707168685776967e-15,522,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (per 1000 population),0.2457466679925669,7.384678326375489e-07,396,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),0.2149595564089477,0.0284260481603776,104,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_154_202209_Health Personnel,Health personnel: Physicians (per 1000 population),0.3469093983265744,5.205648467684109e-16,515,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_329_202209_Labour Force and Unemployment,Labour force participation - Female,0.2165015180038311,1.158777276104138e-09,774,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_123_202209_Total Imports Exports and Balance of Trade,Imports CIF (millions of US dollars),0.3581445392354027,3.091985954544944e-06,161,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_325_202209_Expenditure on health,Domestic general government health expenditure (% of total government expenditure),0.257389052184992,4.865464091457521e-15,897,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",SYB65_264_202209_Patents,Resident patent filings (per million population),0.3243962042997826,3.421193966457171e-10,357,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)","SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Infant mortality for both sexes (per 1,000 live births)",-0.2018648834220029,2.289799067768314e-07,646,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)","SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for both sexes (years),0.2289559081818011,3.947931118558028e-09,646,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)","SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),0.2232175450946174,9.754613690403548e-09,646,region_and_year
SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)","SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for males (years),0.2237482062333003,8.980951275107112e-09,646,region_and_year
SYB65_327_202209_International Migrants and Refugees,"Asylum seekers, including pending cases (number)",SYB65_327_202209_International Migrants and Refugees,Total population of concern to UNHCR (number),0.6161290843304781,8.774837073966893e-18,157,region_and_year
SYB65_327_202209_International Migrants and Refugees,"Asylum seekers, including pending cases (number)",SYB65_327_202209_International Migrants and Refugees,Total refugees and people in refugee-like situations (number),0.3968253836988443,1.0289809947242694e-09,220,region_and_year
SYB65_327_202209_International Migrants and Refugees,"Asylum seekers, including pending cases (number)",SYB65_264_202209_Patents,Resident patent filings (per million population),0.2396613462583295,0.0322603596403864,80,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at upper secondary level,0.9387809681324158,3.8112742810096364e-99,212,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB61_253_Population Growth Rates in Urban areas and Capital cities,Rural population (percent growth rate per annum),-0.3005734392627444,8.756832739704044e-05,165,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB61_253_Population Growth Rates in Urban areas and Capital cities,Urban population (percent),0.3707331007155943,1.9000313023143725e-07,186,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_310_202209_Carbon Dioxide Emission Estimates,Emissions per capita (metric tons of carbon dioxide),0.2680513491402799,0.0029533074961812,121,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_1_202209_Population, Surface Area and Density",Population aged 0 to 14 years old (percentage),-0.3056488963045878,3.704865974062468e-05,176,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_1_202209_Population, Surface Area and Density",Surface area (thousand km2),0.216746492164377,0.0229421677805906,110,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_154_202209_Health Personnel,Health personnel: Dentists (per 1000 population),0.3621478332582732,0.0005672326134487,87,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (per 1000 population),0.3357779552704942,0.0042003183764659,71,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_154_202209_Health Personnel,Health personnel: Physicians (per 1000 population),0.4107357972057665,1.0087423568671714e-05,108,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (as % GNI),-0.2178269419973672,0.0028962956979689,185,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_123_202209_Total Imports Exports and Balance of Trade,Balance imports-exports (millions of US dollars),-0.2349614735082462,0.029432663320013,86,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_123_202209_Total Imports Exports and Balance of Trade,Imports CIF (millions of US dollars),0.3453386269726499,0.0105413839683468,54,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_327_202209_International Migrants and Refugees,International migrant stock: Male (% total Population),0.2193225083368631,0.0024941615324331,188,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_153_202209_Gross Value Added by Economic Activity,"Agriculture, hunting, forestry and fishing (% of gross value added)",-0.2490658872707943,9.619101671918891e-05,240,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_325_202209_Expenditure on health,Domestic general government health expenditure (% of total government expenditure),0.2864791604775193,0.0010936591604489,127,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_264_202209_Patents,Grants of patents (number),0.3119469589452533,0.0101752382097248,67,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,SYB65_264_202209_Patents,Patents in force (number),0.5119127138201992,0.0012008794094177,37,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Infant mortality for both sexes (per 1,000 live births)",-0.3115997263899051,0.0001785446437856,140,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for both sexes (years),0.2953131553096256,0.0003967991239462,140,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),0.3072519374084536,0.0002219799933728,140,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for males (years),0.2748556750138531,0.0010143578362136,140,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Maternal mortality ratio (deaths per 100,000 population)",-0.3455544270270003,7.917081110075728e-05,125,region_and_year
SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Total fertility rate (children per women),-0.3530192330484733,1.8849637017844627e-05,140,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Bilateral  (millions of US dollars),0.3923843620763246,0.0001095029164825,92,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Multilateral (millions of US dollars),0.4518241641418755,4.305523235610383e-06,95,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (as % GNI),-0.3890502560666057,0.0001959494268832,87,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),0.5233808912255062,2.756142988157301e-07,85,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_128_202209_Consumer Price Index,Consumer price index: Food,0.3259437203512813,0.0489847342008645,37,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_128_202209_Consumer Price Index,Consumer price index: General,0.2971418016389124,0.0124895279497046,70,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_123_202209_Total Imports Exports and Balance of Trade,Exports FOB (millions of US dollars),0.5206720124434276,2.3637523555994746e-05,59,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_123_202209_Total Imports Exports and Balance of Trade,Imports CIF (millions of US dollars),0.5233592006473651,0.0007471938706798,38,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_125_202209_Balance of Payments,Balance of Payments: Capital account (millions of US dollars),0.3747528446925933,0.0061960497351196,52,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_125_202209_Balance of Payments,Balance of Payments: Financial account (millions of US dollars),-0.3891815319146219,0.0090263402441279,44,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_153_202209_Gross Value Added by Economic Activity,Industry (% of gross value added),0.2990056306466018,0.0017569585340889,107,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_153_202209_Gross Value Added by Economic Activity,Services (% of gross value added),-0.2863233615699075,0.0027913766071745,107,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_325_202209_Expenditure on health,Current health expenditure (% of GDP),-0.3063484678966164,0.0057145907458256,80,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),SYB65_264_202209_Patents,Patents in force (number),0.6224321457318839,0.0230922370776936,13,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Population annual rate of increase (percent),0.2857536832426371,0.0327699912354595,56,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Agriculture (%) Female,-0.4638065866125229,7.485513983909075e-32,572,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Agriculture (%) Male,-0.5303565959831773,8.263657665026331e-43,572,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Agriculture (%) Male and Female,-0.5080321566257409,3.457347100873143e-39,577,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Industry (%) Male,0.5144359699976372,5.783113569366793e-40,572,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Industry (%) Male and Female,0.4100154981778135,8.394786311647605e-25,577,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Services (%) Female,0.4995602807513177,1.94063960569716e-37,572,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Services (%) Male,0.4055365166366361,4.706428208919605e-24,572,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_200_202209_Employment,Employment by industry: Services (%) Male and Female,0.4425065117720653,4.605364852237258e-29,577,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, rural (Proportion of population with access)",0.7041307504896589,4.076615498111607e-22,139,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, total (Proportion of population with access)",0.5092143474874209,3.2226995804251253e-19,270,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, urban (Proportion of population with access)",0.6262378460756421,5.39613897169857e-21,180,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, rural (Proportion of population with access)",0.6531450913675193,1.9547652111296044e-21,165,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, total (Proportion of population with access)",0.5182192351380952,2.860802186170207e-19,260,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, urban (Proportion of population with access)",0.6730865464148776,6.177814963915844e-29,209,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_309_202209_Education,Gross enrollment ratio - Secondary (female),0.4664213764219576,9.773243277974469e-31,544,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_309_202209_Education,Gross enrollment ratio - Secondary (male),0.4872094596903505,8.934849241915815e-34,544,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_309_202209_Education,Gross enrollment ratio - Upper secondary level (female),0.5081977357963062,9.777748771044682e-37,539,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_309_202209_Education,Gross enrollment ratio - Upper secondary level (male),0.5179864928082304,2.1079313656769742e-38,540,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_176_202209_Tourist-Visitors Arrival and Expenditure,Tourism expenditure (millions of US dollars),0.204547911272544,8.55234507521452e-06,466,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_328_202209_Intentional homicides and other crimes,"Kidnapping at the national level, rate per 100,000",0.2665966183320181,1.2738596594702826e-07,381,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_145_202209_Land,Permanent crops (% of total land area),-0.2049883587378664,2.998098228729648e-07,614,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_314_202209_Internet Usage,Percentage of individuals using the internet,0.464041205078579,9.744191937004975e-63,1155,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_130_202209_Exchange Rates,Exchange rates: end of period (national currency per US dollar),-0.2442340787069604,2.7038589928688157e-16,1092,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_130_202209_Exchange Rates,Exchange rates: period average (national currency per US dollar),-0.2426868766864738,7.328143888868895e-16,1074,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at secondary level,0.2491329945186137,0.0002166751628244,216,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at upper secondary level,0.2482382395158932,0.003568715316876,136,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Lower secondary,0.4647787271201168,6.398591451750541e-09,141,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Primary,0.5613253025681378,1.1616336281415085e-13,148,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Upper secondary,0.4061242760600022,6.407369974118368e-07,140,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB61_253_Population Growth Rates in Urban areas and Capital cities,Urban population (percent),0.4818205735077993,3.139439600660745e-52,878,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_319_202209_Ratio of girls to boys in education,Ratio of girls to boys in primary education,0.2430473318774739,5.351585335254531e-14,932,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_310_202209_Carbon Dioxide Emission Estimates,Emissions per capita (metric tons of carbon dioxide),0.8274062166781114,1.0629678045232281e-217,862,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_1_202209_Population, Surface Area and Density",Population aged 0 to 14 years old (percentage),-0.4813822391634068,1.7606696301172414e-27,450,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_1_202209_Population, Surface Area and Density",Population aged 60+ years old (percentage),0.2934343028047366,2.1865348683841708e-10,450,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_1_202209_Population, Surface Area and Density",Sex ratio (males per 100 females),0.3938772700846945,3.762317709348008e-18,450,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_154_202209_Health Personnel,Health personnel: Dentists (per 1000 population),0.3498106013197857,4.4118352218778846e-14,439,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),-0.386187419386667,0.0046876502537491,52,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives personnel (per 1000 population),0.5196128654617324,1.3038316719381907e-36,510,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (per 1000 population),0.4144730399073045,7.803403917462814e-17,371,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_154_202209_Health Personnel,Health personnel: Physicians (per 1000 population),0.4043575411744726,1.1656789114364284e-20,489,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Bilateral  (millions of US dollars),-0.2244867815927079,1.579939570628436e-10,794,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Multilateral (millions of US dollars),-0.2185664929419834,5.4663545191795047e-11,881,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (as % GNI),-0.2606167971776891,1.38167985422335e-14,845,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),-0.2632022262298992,4.426511906491714e-13,733,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_125_202209_Balance of Payments,Balance of Payments: Capital account (millions of US dollars),-0.2063939105890916,4.871178781395739e-07,584,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_327_202209_International Migrants and Refugees,International migrant stock: Both sexes (% total population),0.4858419102490514,1.0962292191649974e-40,665,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_327_202209_International Migrants and Refugees,International migrant stock: Both sexes (number),0.8458186603584761,0.0010347186209505,11,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_327_202209_International Migrants and Refugees,International migrant stock: Female (% total Population),0.5369515514165698,4.513282264525297e-45,586,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_327_202209_International Migrants and Refugees,International migrant stock: Male (% total Population),0.5951323836629836,1.9708189970894455e-57,586,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_153_202209_Gross Value Added by Economic Activity,"Agriculture, hunting, forestry and fishing (% of gross value added)",-0.4577230373500561,5.59037541594426e-65,1235,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_153_202209_Gross Value Added by Economic Activity,Industry (% of gross value added),0.2506783679486086,3.0891941110391345e-19,1241,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_325_202209_Expenditure on health,Domestic general government health expenditure (% of total government expenditure),0.2362188572662561,1.4044871820203526e-15,1113,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),SYB65_264_202209_Patents,Resident patent filings (per million population),0.5654136181832246,8.612091203673752e-31,348,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Infant mortality for both sexes (per 1,000 live births)",-0.424642143943317,2.556913340006644e-29,638,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for both sexes (years),0.4722031554417664,9.588549599200912e-37,638,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),0.4560968254527889,4.254000043067701e-34,638,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for males (years),0.4848119918952941,6.440400670733604e-39,638,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Maternal mortality ratio (deaths per 100,000 population)",-0.371187940814167,1.3236733185798605e-19,556,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Supply per capita (gigajoules),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Total fertility rate (children per women),-0.3974877393219966,1.4027510704735402e-25,638,region_and_year
"SYB65_1_202209_Population, Surface Area and Density",Population mid-year estimates for females (millions),"SYB65_1_202209_Population, Surface Area and Density",Population mid-year estimates for males (millions),0.9992566291046274,0.0,1039,region_and_year
"SYB65_1_202209_Population, Surface Area and Density",Population mid-year estimates for females (millions),"SYB65_1_202209_Population, Surface Area and Density",Surface area (thousand km2),0.563424501520705,3.90208614241085e-35,403,region_and_year
